"","Fiction","Other","Romantic","Suspense"
"7973",13,1,0,2
"7974",28,2,0,6
"7975",8,4,8,50
"7976",6,0,0,4
"7977",39,3,0,2
"7978",52,4,3,13
"7979",11,0,0,1
"7980",9,0,0,10
"7981",9,2,0,3
"7982",3,3,0,4
"7983",13,1,0,7
"7985",28,0,0,0
"7986",19,1,1,7
"7987",4,3,0,0
"7989",49,4,1,40
"7990",53,9,2,90
"7991",30,2,0,6
"7992",2,4,0,0
"7993",17,1,9,1
"7994",6,1,0,2
"7995",13,2,0,6
"7996",2,2,0,6
"7997",4,0,0,0
"7998",9,0,0,11
"7999",23,0,0,9
"8000",3,0,0,1
"8001",5,0,0,0
"8002",12,1,0,4
"8003",3,2,0,2
"8005",20,1,1,0
"8006",21,1,0,2
"8007",48,2,0,23
"8008",35,4,0,25
"8009",10,5,0,9
"8010",6,1,0,28
"8011",6,1,0,8
"8012",29,1,0,5
"8013",1,0,1,13
"8014",12,1,0,5
"8015",8,0,0,1
"8016",30,2,1,3
"8017",8,2,0,4
"8018",1,1,0,1
"8019",22,0,0,3
"8020",2,2,0,0
"8021",4,0,0,2
"8022",4,0,0,3
"8023",8,1,0,0
"8024",22,1,0,0
"8025",23,2,0,4
"8026",29,2,0,5
"8027",6,0,0,4
"8028",13,6,0,15
"8029",3,0,0,1
"8030",10,0,0,37
"8031",2,3,0,0
"8032",1,0,0,19
"8033",30,2,0,5
"8034",5,1,0,3
"8035",1,0,0,3
"8036",17,0,0,3
"8037",19,3,0,8
"8038",76,4,0,0
"8039",13,5,0,8
"8040",10,1,0,30
"8042",11,1,0,0
"8043",8,0,0,1
"8044",19,1,0,1
"8045",19,2,0,0
"8046",13,2,0,3
"8047",1,1,0,0
"8048",20,1,0,3
"8049",3,1,0,5
"8050",14,0,0,3
"8051",3,0,0,4
"8052",27,3,3,12
"8053",8,1,0,8
"8054",11,0,0,0
"8055",30,4,0,29
"8057",27,3,1,23
"8058",2,3,1,7
"8059",40,3,4,9
"8060",24,2,0,4
"8061",3,0,0,0
"8062",20,0,0,0
"8063",19,1,0,3
"8064",19,3,0,11
"8065",4,1,0,40
"8067",5,1,0,1
"8068",20,0,0,16
"8069",33,3,2,41
"8070",31,2,0,15
"8071",20,0,0,25
"8072",23,1,4,1
"8073",2,1,0,0
"8074",13,1,0,0
"8076",0,0,0,6
"8077",25,2,0,0
"8078",5,3,1,1
"8079",44,6,0,22
"8080",3,0,1,0
"8081",39,1,0,3
"8082",19,0,9,37
"8083",9,1,0,0
"8084",2,0,0,0
"8085",4,0,0,0
"8086",8,1,0,0
"8087",40,2,5,6
"8088",2,0,0,0
"8089",29,3,0,4
"8090",2,2,1,2
"8092",10,0,0,6
"8093",18,4,0,1
"8094",23,3,0,8
"8095",17,1,0,9
"8096",17,3,0,2
"8097",12,1,0,10
"8098",27,2,0,0
"8099",8,1,0,4
"8100",23,1,0,2
"8101",34,4,1,40
"8103",35,1,0,18
"8104",22,6,0,17
"8105",4,4,1,33
"8106",2,4,0,1
"8107",5,2,0,0
"8108",17,1,0,2
"8109",5,0,0,26
"8110",32,0,0,2
"8111",34,1,0,6
"8112",2,0,0,1
"8113",17,3,4,62
"8114",46,5,0,15
"8115",19,4,0,5
"8116",19,2,23,42
"8117",18,2,9,42
"8118",39,1,0,3
"8119",3,0,0,1
"8120",2,0,0,3
"8122",35,1,0,8
"8123",15,0,0,6
"8124",8,2,0,9
"8125",28,0,1,14
"8126",28,1,0,3
"8127",5,0,0,24
"8128",35,1,0,13
"8129",19,2,0,0
"8130",3,1,6,21
"8131",10,1,0,11
"8132",4,4,1,38
"8133",4,0,0,2
"8134",5,1,0,13
"8135",27,4,0,31
"8136",9,3,0,0
"8137",4,1,0,0
"8138",20,0,0,0
"8139",5,1,3,10
"8141",3,2,0,15
"8142",11,4,0,3
"8143",6,0,5,2
"8144",17,0,0,1
"8145",19,0,0,13
"8146",34,2,0,34
"8147",27,1,0,2
"8148",10,2,0,5
"8149",14,1,0,8
"8150",26,0,0,3
"8151",14,1,0,1
"8152",9,0,0,0
"8153",0,1,0,2
"8154",9,0,0,0
"8155",13,1,0,2
"8156",9,0,0,8
"8157",27,0,0,14
"8158",3,1,0,3
"8159",3,0,0,19
"8160",2,0,0,0
"8161",4,0,0,0
"8163",8,3,0,9
"8164",4,1,0,6
"8165",28,2,0,5
"8166",8,2,0,5
"8167",5,0,0,0
"8168",2,6,0,0
"8169",13,1,0,0
"8170",3,0,0,0
"8171",9,1,1,20
"8172",13,1,0,9
"8174",24,1,4,64
"8175",0,0,0,17
"8176",5,0,0,26
"8177",14,2,0,1
"8178",7,0,0,12
"8179",46,2,0,21
"8180",1,0,0,0
"8181",61,2,1,4
"8182",5,0,0,0
"8183",12,0,0,0
"8184",20,0,0,0
"8185",4,0,0,1
"8186",3,2,0,0
"8187",7,0,0,16
"8188",16,0,10,29
"8189",5,0,0,1
"8190",0,1,0,3
"8191",10,0,0,3
"8192",10,3,0,11
"8193",3,0,0,2
"8194",10,0,1,87
"8195",4,1,0,0
"8196",34,3,0,4
"8197",38,3,0,1
"8199",15,1,0,6
"8200",1,4,0,3
"8201",11,1,0,9
"8202",9,2,0,8
"8203",19,0,0,0
"8204",47,2,1,30
"8205",19,2,0,3
"8206",8,0,0,6
"8207",17,2,0,1
"8208",6,0,0,0
"8209",21,2,1,1
"8210",51,1,1,60
"8211",10,2,0,1
"8212",2,0,0,2
"8213",4,1,0,9
"8214",7,1,0,1
"8215",3,1,3,13
"8216",42,2,1,20
"8217",3,1,0,1
"8219",16,0,0,22
"8220",12,6,0,26
"8221",35,4,10,106
"8222",14,5,5,74
"8223",29,1,0,5
"8224",12,0,0,0
"8225",5,4,0,3
"8226",38,1,0,15
"8227",28,1,0,5
"8228",19,0,0,1
"8229",32,0,0,0
"8230",6,0,0,0
"8231",22,2,0,13
"8232",6,0,2,2
"8233",5,3,0,8
"8234",4,4,1,10
"8235",39,1,11,37
"8236",1,0,0,0
"8238",50,4,1,4
"8239",16,0,0,0
"8240",13,3,0,7
"8241",1,0,0,18
"8242",7,0,0,0
"8243",68,4,28,42
"8244",3,0,0,4
"8245",11,0,0,11
"8247",34,3,1,28
"8248",2,1,0,0
"8249",18,1,3,6
"8250",2,0,0,0
"8251",27,1,1,1
"8253",0,0,12,21
"8254",14,0,1,7
"8255",11,1,0,1
"8256",1,0,0,0
"8257",2,1,0,3
"8258",32,5,3,17
"8259",4,0,0,0
"8260",15,0,1,3
"8261",23,3,0,3
"8262",20,2,0,1
"8264",28,1,0,2
"8265",24,4,4,14
"8266",12,1,0,1
"8267",15,1,0,24
"8268",6,0,0,0
"8269",17,5,0,8
"8270",9,0,0,2
"8271",9,1,0,0
"8272",25,1,0,8
"8273",47,4,0,11
"8274",17,1,0,69
"8276",2,1,0,0
"8277",47,2,2,25
"8278",6,0,0,0
"8279",35,2,0,22
"8280",26,0,0,33
"8281",24,1,0,18
"8282",8,1,0,0
"8283",37,2,0,15
"8284",8,2,0,0
"8285",8,0,0,0
"8286",12,2,0,2
"8287",43,3,8,61
"8288",14,0,2,8
"8289",18,4,1,8
"8291",8,1,0,11
"8292",10,1,1,3
"8293",1,0,0,0
"8294",2,0,0,20
"8295",14,0,0,24
"8296",23,1,0,1
"8297",12,7,3,20
"8298",6,1,0,1
"8299",40,3,0,0
"8300",25,2,0,16
"8301",12,0,0,1
"8302",6,0,0,7
"8303",3,0,0,0
"8304",41,0,0,0
"8305",10,5,5,30
"8306",39,5,0,9
"8307",36,5,0,14
"8308",3,1,0,36
"8310",17,3,0,0
"8311",4,2,0,1
"8312",20,2,0,2
"8313",2,0,0,0
"8314",8,1,0,0
"8315",26,1,0,0
"8316",2,0,0,0
"8317",55,4,0,24
"8318",7,1,0,1
"8319",6,0,0,23
"8320",17,2,0,7
"8321",14,0,0,3
"8323",31,1,1,12
"8324",28,2,1,8
"8325",5,1,9,2
"8326",22,2,0,15
"8327",32,2,0,7
"8328",1,1,0,3
"8329",22,1,0,3
"8330",2,2,0,1
"8331",19,1,2,5
"8332",16,1,0,15
"8333",17,2,0,7
"8334",11,5,13,13
"8335",37,2,0,25
"8336",12,0,0,1
"8337",13,3,2,0
"8338",57,3,1,31
"8339",6,1,0,13
"8340",23,0,0,27
"8341",5,1,0,3
"8342",1,0,0,0
"8343",6,0,0,5
"8344",10,1,0,8
"8345",16,0,1,6
"8346",0,3,6,0
"8347",18,0,0,0
"8348",12,0,0,1
"8349",4,6,2,3
"8350",23,1,0,3
"8351",11,0,0,13
"8352",6,0,0,0
"8353",17,1,0,1
"8354",17,4,0,0
"8355",1,1,0,0
"8356",7,0,0,1
"8357",2,2,0,0
"8358",28,0,0,0
"8359",24,0,0,1
"8360",11,0,0,0
"8361",13,1,0,24
"8362",5,1,0,1
"8363",12,0,0,0
"8365",7,4,0,4
"8366",2,0,0,15
"8367",41,0,0,13
"8368",27,1,0,1
"8369",10,0,0,31
"8370",3,0,0,0
"8371",7,6,2,0
"8372",10,0,0,0
"8373",5,0,0,22
"8374",1,1,0,0
"8375",12,1,0,1
"8376",28,0,0,3
"8377",15,0,0,19
"8378",1,1,0,1
"8379",16,5,0,32
"8380",6,1,2,23
"8381",11,0,0,0
"8382",5,0,0,6
"8383",16,0,0,6
"8384",6,1,0,51
"8385",12,1,0,0
"8386",3,3,0,1
"8387",15,0,0,18
"8388",5,0,3,1
"8389",23,3,0,3
"8390",11,1,0,0
"8392",16,1,0,3
"8393",2,1,0,0
"8394",25,3,0,2
"8395",6,1,0,2
"8396",12,2,0,8
"8397",13,0,0,4
"8398",11,0,0,0
"8399",17,0,0,0
"8400",35,8,5,54
"8401",23,1,0,6
"8402",8,4,0,13
"8403",12,6,8,22
"8404",9,1,0,2
"8405",10,0,1,21
"8406",40,7,0,42
"8408",3,1,0,17
"8409",14,2,1,37
"8410",17,1,0,10
"8411",22,1,0,34
"8412",32,0,0,5
"8413",19,0,0,14
"8414",30,2,0,0
"8415",23,2,1,10
"8417",35,3,0,21
"8418",36,2,0,6
"8419",6,0,7,53
"8420",29,6,0,13
"8421",4,2,0,0
"8422",3,0,0,0
"8423",29,1,2,0
"8424",10,1,0,19
"8425",35,4,0,14
"8426",24,2,0,7
"8427",5,0,0,1
"8428",3,2,0,2
"8429",16,0,0,7
"8430",21,2,0,0
"8431",12,0,0,1
"8432",49,2,0,45
"8433",31,1,0,1
"8434",26,7,3,27
"8435",11,0,3,53
"8436",2,1,0,0
"8437",30,1,0,19
"8438",11,2,0,7
"8439",15,0,0,25
"8440",15,1,0,21
"8441",2,0,0,1
"8442",16,1,0,0
"8443",8,1,0,1
"8444",20,2,0,34
"8445",7,0,0,25
"8446",1,0,0,0
"8447",35,2,0,5
"8448",1,1,0,1
"8449",4,0,0,18
"8451",1,2,0,3
"8452",1,1,3,7
"8453",13,2,0,0
"8455",17,6,0,7
"8456",21,5,0,4
"8457",1,0,0,4
"8458",3,1,0,0
"8459",19,1,0,14
"8460",22,0,0,7
"8461",8,3,0,6
"8462",6,0,1,0
"8463",5,1,0,0
"8464",24,0,3,4
"8465",16,2,0,0
"8466",38,0,0,22
"8467",28,6,0,34
"8468",9,1,0,25
"8469",21,0,0,12
"8470",24,0,0,13
"8472",7,3,0,4
"8473",23,0,0,24
"8474",8,2,0,0
"8475",62,4,0,59
"8476",32,0,0,10
"8477",3,0,0,0
"8478",77,4,4,103
"8479",18,2,0,3
"8480",2,2,0,3
"8481",12,1,12,30
"8482",7,0,0,13
"8483",36,4,2,59
"8484",22,1,0,2
"8485",3,3,0,0
"8486",26,1,3,55
"8487",41,3,0,5
"8490",7,1,0,19
"8491",21,0,0,0
"8492",2,0,2,0
"8493",19,1,0,23
"8494",30,1,0,0
"8495",2,2,0,6
"8496",26,2,0,4
"8498",27,3,0,2
"8499",8,0,0,0
"8500",3,3,1,7
"8501",17,6,1,3
"8502",24,1,0,4
"8503",22,9,10,65
"8504",19,3,0,4
"8505",43,1,3,53
"8507",2,1,0,1
"8508",1,0,0,0
"8510",13,1,5,52
"8511",12,0,0,3
"8512",19,1,0,7
"8513",18,0,1,2
"8514",3,1,0,0
"8515",33,0,0,5
"8517",9,1,0,0
"8518",1,0,0,0
"8519",28,2,0,5
"8520",7,0,0,1
"8521",28,3,0,9
"8522",7,3,1,3
"8523",3,3,0,1
"8524",11,0,0,0
"8525",1,1,0,3
"8526",0,1,0,0
"8527",0,1,0,4
"8528",12,1,0,12
"8529",24,2,0,13
"8530",6,1,0,1
"8531",6,1,0,5
"8532",35,2,1,15
"8533",2,4,0,3
"8534",14,1,0,7
"8535",66,4,1,18
"8536",13,1,1,0
"8537",22,0,0,5
"8538",3,0,0,3
"8539",9,0,0,4
"8540",3,0,0,1
"8541",10,2,0,8
"8542",4,0,1,4
"8543",1,0,0,0
"8544",24,1,1,13
"8545",25,6,6,65
"8546",5,1,0,3
"8547",13,1,1,5
"8548",10,1,0,2
"8549",33,0,0,10
"8550",23,1,0,6
"8551",6,1,0,4
"8552",24,1,0,7
"8553",1,1,2,7
"8554",19,2,0,11
"8555",3,1,0,1
"8556",3,0,1,5
"8557",7,0,0,0
"8558",15,1,0,28
"8559",8,0,0,0
"8560",8,1,0,0
"8561",10,0,0,0
"8562",21,1,0,18
"8563",30,0,0,0
"8564",8,2,0,4
"8565",5,0,0,3
"8566",31,2,0,15
"8567",6,2,2,1
"8568",2,0,0,2
"8569",16,5,0,21
"8570",11,1,0,0
"8571",14,0,0,1
"8573",33,1,3,45
"8574",15,2,0,0
"8575",13,2,0,1
"8576",43,0,2,12
"8577",18,8,1,5
"8578",10,0,0,5
"8579",5,0,0,0
"8580",47,6,0,23
"8581",1,1,3,0
"8582",19,2,0,0
"8583",17,1,0,0
"8584",6,0,0,0
"8585",24,1,0,1
"8586",1,0,0,0
"8588",2,0,0,2
"8589",20,0,0,1
"8590",3,0,0,1
"8591",24,0,0,11
"8592",7,1,0,2
"8593",0,1,18,0
"8595",24,0,1,23
"8596",12,1,0,10
"8597",5,3,0,13
"8598",31,7,0,36
"8599",11,1,0,0
"8601",25,2,0,2
"8602",15,1,0,15
"8603",0,1,0,0
"8604",9,4,0,1
"8606",1,1,0,0
"8608",9,3,0,0
"8609",24,4,0,0
"8610",3,0,0,3
"8611",12,5,9,64
"8612",2,0,0,3
"8613",37,1,0,4
"8614",10,3,0,0
"8615",3,0,0,0
"8616",5,0,0,2
"8617",4,0,0,2
"8618",18,0,0,0
"8619",20,1,0,0
"8620",11,1,0,3
"8621",28,4,0,2
"8622",47,4,0,38
"8623",13,0,5,23
"8624",5,2,0,0
"8625",2,3,0,0
"8626",4,0,0,1
"8627",6,1,0,1
"8628",38,5,0,27
"8629",13,1,0,4
"8630",10,0,1,15
"8631",28,2,0,8
"8632",6,1,0,5
"8633",39,3,0,15
"8634",19,1,0,3
"8635",5,1,0,0
"8637",3,0,0,3
"8638",16,0,2,1
"8639",8,0,0,15
"8640",32,3,0,5
"8641",19,0,3,49
"8642",38,1,1,6
"8643",4,1,0,4
"8645",21,0,0,3
"8646",4,1,0,3
"8647",5,0,0,1
"8648",36,2,0,3
"8649",16,0,3,13
"8650",1,0,0,0
"8651",7,5,1,67
"8652",38,7,36,119
"8653",27,3,0,7
"8654",28,1,0,7
"8655",26,1,0,10
"8656",38,3,0,13
"8657",2,0,0,0
"8658",11,3,0,18
"8660",8,2,0,16
"8661",13,3,0,3
"8662",32,1,0,1
"8663",9,1,0,2
"8664",32,1,0,12
"8665",14,3,0,20
"8666",19,2,0,3
"8668",44,2,0,25
"8669",0,5,0,5
"8670",39,5,0,24
"8671",5,1,0,0
"8672",27,3,0,34
"8673",20,1,0,33
"8674",0,0,0,1
"8675",22,1,1,20
"8676",24,0,0,20
"8677",15,2,1,5
"8678",9,1,0,2
"8679",10,0,0,0
"8680",21,2,0,0
"8681",15,4,3,5
"8682",14,1,0,34
"8683",17,1,6,1
"8684",2,1,0,2
"8685",9,0,0,30
"8686",53,2,3,20
"8687",14,0,0,4
"8688",22,0,1,7
"8689",8,0,0,2
"8690",4,1,0,4
"8691",10,4,0,16
"8692",20,1,0,6
"8693",4,6,0,16
"8694",0,2,0,0
"8695",19,0,0,14
"8696",7,1,0,5
"8697",41,2,0,2
"8698",3,1,0,5
"8699",24,0,0,7
"8700",35,3,0,5
"8701",4,0,0,0
"8702",2,1,0,46
"8703",10,2,0,2
"8704",8,0,0,1
"8705",3,2,0,9
"8706",15,0,0,9
"8707",16,1,0,0
"8708",31,1,0,1
"8709",7,0,0,0
"8710",18,1,0,3
"8711",7,1,0,0
"8712",1,0,0,3
"8713",1,2,0,3
"8714",40,7,0,25
"8715",12,2,0,0
"8716",66,4,4,41
"8717",17,1,0,43
"8718",9,1,0,1
"8719",3,0,0,0
"8720",21,0,2,14
"8721",40,3,0,5
"8723",45,2,0,18
"8724",37,1,2,28
"8725",8,1,0,2
"8726",15,0,0,1
"8727",8,2,0,0
"8728",10,4,6,25
"8729",22,1,0,9
"8730",15,1,0,7
"8731",36,1,0,37
"8732",4,2,0,5
"8735",7,4,1,7
"8736",13,1,0,20
"8737",7,0,1,3
"8738",3,3,3,13
"8739",7,5,1,9
"8740",39,7,0,2
"8741",20,1,0,1
"8742",6,0,0,4
"8743",2,0,0,1
"8744",49,10,0,35
"8745",3,4,0,5
"8746",27,1,0,2
"8747",26,1,0,13
"8748",6,2,0,0
"8749",5,0,0,8
"8750",17,0,0,1
"8752",24,0,0,3
"8753",2,5,0,0
"8754",1,0,1,16
"8755",7,5,13,7
"8756",13,2,0,9
"8757",35,2,3,28
"8758",2,0,0,6
"8759",4,1,1,13
"8760",3,0,0,0
"8761",10,0,0,4
"8762",14,1,0,12
"8763",28,3,0,41
"8764",13,0,0,0
"8765",34,6,0,18
"8766",26,3,0,7
"8767",1,3,0,3
"8768",19,1,3,51
"8769",51,1,1,12
"8770",2,0,0,0
"8771",14,0,0,0
"8772",19,1,0,7
"8773",35,3,1,37
"8774",34,1,0,38
"8775",23,2,1,4
"8776",5,2,0,6
"8777",17,1,0,7
"8778",5,0,0,3
"8779",28,4,0,4
"8780",8,0,0,3
"8781",4,1,0,3
"8782",10,1,0,2
"8783",14,0,0,0
"8784",3,0,0,1
"8785",11,0,8,48
"8786",53,5,2,22
"8787",25,1,0,0
"8788",6,2,0,7
"8789",13,1,0,3
"8790",8,1,0,4
"8791",3,1,0,28
"8792",32,0,0,21
"8793",25,2,0,36
"8794",4,1,0,8
"8795",8,1,0,3
"8796",6,1,0,3
"8797",9,3,17,12
"8798",9,1,12,8
"8799",9,1,0,1
"8800",24,0,1,3
"8801",4,1,0,8
"8802",14,1,0,0
"8803",3,1,0,0
"8804",13,0,0,0
"8805",3,1,0,3
"8806",9,1,0,0
"8807",41,4,0,12
"8808",5,0,0,0
"8809",6,0,0,0
"8810",12,6,0,0
"8811",19,3,0,1
"8812",51,3,1,3
"8813",5,0,0,0
"8814",2,1,0,0
"8815",5,2,0,13
"8816",16,0,0,0
"8817",45,3,0,3
"8818",9,1,1,23
"8819",9,0,0,0
"8820",18,2,0,7
"8821",5,2,0,0
"8822",8,1,5,13
"8823",6,0,0,6
"8825",11,1,0,23
"8826",36,3,0,50
"8828",11,1,0,12
"8829",7,0,0,0
"8830",34,1,0,11
"8831",9,4,8,29
"8832",32,2,0,7
"8833",20,2,0,1
"8834",6,3,0,46
"8835",10,1,0,0
"8836",25,0,0,38
"8837",10,2,0,23
"8838",8,1,0,7
"8839",35,3,1,12
"8840",10,0,0,0
"8841",25,3,0,5
"8842",2,1,2,2
"8843",7,1,0,0
"8844",35,0,0,3
"8845",4,4,0,3
"8846",8,1,0,2
"8847",23,1,0,7
"8848",18,4,2,79
"8849",28,3,0,4
"8850",2,0,0,1
"8851",21,2,0,0
"8852",1,1,0,1
"8853",35,3,0,28
"8854",13,0,0,1
"8855",19,0,4,19
"8856",2,0,0,0
"8857",23,2,0,6
"8858",14,3,1,22
"8859",12,1,0,18
"8860",11,2,0,4
"8861",19,3,9,9
"8862",17,2,1,17
"8863",18,4,0,4
"8864",38,1,0,48
"8865",18,3,0,5
"8866",2,0,0,0
"8867",31,0,0,1
"8868",36,1,0,6
"8869",19,1,0,0
"8870",12,1,0,3
"8871",9,0,1,9
"8872",38,3,10,79
"8873",11,1,2,9
"8874",43,2,0,4
"8875",11,1,0,3
"8876",14,1,0,7
"8877",4,3,10,2
"8878",15,1,0,4
"8879",4,4,2,12
"8880",8,1,4,5
"8881",31,1,0,0
"8882",6,1,0,4
"8883",46,4,0,1
"8884",25,5,0,0
"8885",0,0,0,14
"8886",1,2,0,2
"8887",28,0,0,7
"8888",7,0,0,4
"8889",3,0,0,3
"8890",15,4,0,34
"8891",28,1,0,2
"8892",25,0,1,0
"8893",26,1,2,15
"8894",34,0,0,0
"8895",4,0,0,3
"8896",37,1,0,4
"8897",11,1,0,26
"8898",10,1,3,12
"8899",3,1,0,31
"8900",29,1,1,13
"8901",19,2,3,7
"8903",3,2,0,4
"8904",29,1,0,6
"8905",14,1,0,12
"8906",18,3,0,10
"8907",5,0,0,0
"8908",32,1,0,21
"8909",11,0,0,0
"8910",4,1,0,0
"8911",18,0,0,0
"8912",2,0,0,0
"8913",9,2,0,12
"8914",0,4,0,1
"8915",7,0,0,0
"8916",18,4,2,80
"8917",24,4,0,0
"8918",16,5,0,22
"8919",2,1,0,3
"8920",21,1,0,12
"8921",14,1,0,0
"8922",21,2,0,3
"8923",4,0,0,3
"8924",13,0,0,1
"8925",15,3,0,10
"8926",3,0,0,4
"8927",12,3,0,2
"8928",7,0,0,4
"8929",2,1,0,0
"8930",20,3,6,13
"8931",18,1,0,9
"8932",22,0,0,5
"8933",6,3,0,39
"8934",2,0,0,1
"8936",4,2,0,0
"8937",21,0,0,6
"8938",6,1,0,2
"8939",11,0,0,3
"8940",7,0,0,1
"8941",17,0,0,0
"8942",23,0,3,3
"8943",7,3,0,3
"8944",2,0,0,0
"8945",0,0,0,6
"8947",14,0,1,39
"8948",15,2,0,15
"8949",5,1,1,1
"8950",15,1,0,27
"8951",5,1,0,20
"8952",5,0,9,1
"8954",3,1,0,1
"8955",5,0,0,4
"8956",21,2,0,0
"8957",20,2,11,10
"8958",60,3,0,36
"8959",1,0,0,2
"8960",10,2,0,0
"8961",8,3,0,9
"8962",2,0,0,18
"8963",15,1,0,6
"8964",6,1,0,0
"8965",10,0,0,15
"8966",1,3,0,15
"8967",24,1,0,31
"8968",26,4,0,8
"8969",23,2,1,7
"8970",17,0,0,12
"8971",29,0,2,12
"8972",56,4,0,17
"8973",9,0,0,3
"8974",0,1,1,5
"8975",45,3,0,29
"8976",13,1,3,26
"8977",30,3,0,25
"8979",6,1,0,17
"8980",17,1,0,2
"8981",18,0,0,2
"8982",14,2,0,0
"8983",17,1,1,13
"8984",14,1,0,10
"8985",2,1,2,3
"8986",16,2,0,4
"8987",13,1,0,7
"8988",33,3,0,1
"8989",2,1,0,0
"8990",1,4,0,0
"8991",25,1,0,8
"8992",12,0,0,9
"8993",16,2,0,9
"8994",14,4,0,1
"8995",45,1,0,2
"8996",66,7,4,81
"8997",15,4,0,31
"8998",16,2,0,6
"8999",31,0,0,22
"9000",32,6,3,42
"9001",15,1,0,1
"9002",55,2,0,38
"9003",7,0,0,1
"9004",23,1,0,0
"9005",12,1,1,6
"9006",21,2,0,7
"9007",10,1,2,5
"9009",3,0,0,0
"9010",22,3,0,32
"9011",50,1,0,33
"9012",28,1,2,35
"9013",12,1,1,29
"9015",24,1,2,14
"9016",42,4,6,24
"9017",19,0,0,0
"9018",15,0,0,12
"9019",3,0,0,2
"9020",2,0,0,0
"9021",23,1,0,6
"9022",0,5,0,0
"9023",11,1,0,1
"9024",26,0,0,9
"9025",4,1,0,0
"9026",27,2,0,3
"9027",3,1,0,2
"9028",0,1,0,0
"9029",6,0,0,0
"9030",1,5,0,0
"9031",12,1,0,0
"9032",36,6,0,12
"9033",1,4,2,3
"9034",60,7,7,64
"9035",55,1,0,40
"9036",20,0,0,2
"9037",13,0,0,0
"9038",10,2,0,15
"9039",11,2,0,0
"9040",22,2,0,28
"9041",18,0,0,13
"9042",25,1,0,6
"9043",27,5,0,11
"9044",13,1,0,0
"9045",17,1,0,7
"9046",3,0,0,1
"9047",4,2,0,2
"9048",29,2,0,5
"9049",37,0,0,65
"9050",7,0,0,3
"9051",30,1,0,2
"9052",1,0,0,1
"9053",12,0,0,0
"9054",3,1,0,3
"9055",21,9,0,16
"9056",32,1,0,14
"9057",4,0,0,14
"9058",39,3,0,8
"9059",10,5,0,24
"9060",5,0,0,0
"9062",8,3,1,5
"9063",8,0,0,3
"9064",7,2,0,30
"9065",1,0,0,2
"9066",11,1,0,13
"9067",1,2,0,0
"9068",0,1,0,0
"9069",14,3,0,0
"9070",5,5,1,1
"9071",12,0,1,35
"9072",9,5,0,23
"9073",38,1,0,8
"9074",45,3,0,4
"9075",8,2,0,4
"9076",0,5,2,1
"9077",13,1,4,19
"9079",26,3,1,17
"9080",16,2,0,10
"9081",13,2,0,4
"9082",13,6,0,43
"9083",11,1,1,9
"9084",1,0,0,1
"9085",4,0,0,1
"9086",7,2,0,5
"9087",39,7,0,6
"9088",22,0,0,3
"9089",14,0,0,12
"9090",9,1,1,50
"9091",31,1,0,23
"9092",50,7,1,3
"9093",15,2,5,2
"9094",4,0,0,5
"9095",18,2,0,2
"9096",12,1,0,18
"9097",5,1,0,6
"9098",15,1,0,0
"9100",18,1,0,3
"9101",5,2,0,7
"9102",17,1,0,27
"9103",0,3,0,0
"9104",2,3,0,0
"9105",30,0,0,39
"9106",11,1,0,5
"9107",1,0,0,0
"9108",2,0,0,0
"9109",24,1,3,4
"9110",10,1,0,20
"9111",3,1,0,4
"9112",18,2,0,10
"9113",27,0,0,1
"9114",18,0,0,8
"9115",13,2,0,14
"9116",2,1,0,37
"9117",3,2,0,0
"9118",2,2,0,0
"9119",44,6,2,16
"9120",36,4,0,37
"9121",33,10,10,61
"9123",37,3,0,10
"9124",27,0,0,3
"9125",25,1,1,4
"9126",10,0,0,16
"9127",23,2,0,0
"9128",3,0,0,2
"9129",11,1,0,0
"9130",3,0,0,1
"9131",10,3,0,5
"9132",9,1,0,2
"9133",2,1,0,4
"9134",13,2,0,12
"9135",0,7,0,0
"9136",7,0,0,6
"9137",7,2,2,64
"9138",6,1,0,10
"9139",20,1,0,13
"9140",11,0,0,0
"9141",22,2,0,1
"9142",2,0,0,2
"9143",5,2,0,4
"9144",30,3,0,0
"9145",0,1,0,0
"9146",12,1,1,12
"9147",12,0,0,1
"9148",0,0,0,4
"9149",29,0,3,63
"9150",19,0,1,12
"9151",23,5,0,11
"9152",8,0,0,15
"9153",8,2,0,2
"9154",31,4,2,24
"9155",4,1,0,0
"9156",21,1,0,0
"9157",4,2,0,7
"9158",21,1,0,29
"9159",23,2,2,7
"9160",2,0,0,0
"9161",11,0,0,9
"9162",6,5,0,9
"9163",7,4,0,13
"9164",1,0,0,10
"9165",23,3,0,5
"9166",8,0,0,14
"9167",17,3,0,3
"9168",4,0,0,12
"9169",14,1,0,10
"9170",32,2,3,34
"9171",57,3,5,31
"9172",9,1,2,39
"9173",29,4,0,14
"9174",36,2,1,66
"9175",4,1,0,2
"9176",15,5,0,7
"9177",29,2,0,4
"9178",9,0,1,0
"9179",0,1,0,0
"9180",43,1,0,27
"9181",9,2,0,0
"9182",7,1,0,5
"9183",10,0,0,0
"9184",15,1,0,0
"9185",25,0,0,4
"9186",0,0,0,2
"9187",3,1,0,0
"9188",9,0,0,24
"9190",6,1,0,0
"9191",7,1,1,5
"9192",15,2,0,10
"9193",21,1,0,16
"9194",29,5,0,11
"9195",15,2,2,3
"9196",7,0,1,9
"9198",5,1,0,0
"9199",46,1,0,11
"9200",23,2,0,0
"9201",25,2,3,10
